OBJECTID,RESP_ID,YEAR,INTERVIEW_DATE,RESP_STATE,RESP_COUNTY,ZIP_CODE,ZIP_CODE_POP_DENSITY_QUINTILE,RESP_AGE,RESP_GENDER,RESP_COMBINED_SEX_BY_AGE,RESP_RACE_WHITE,RESP_RACE_BLACK,RESP_RACE_ASIAN,RESP_RACE_INDIGENOUS_AMERICAN,RESP_RACE_PACIFIC_ISLANDER,RESP_RACE_OTHER_RACE,RESP_RACE_UNKNOWN,RESP_RACE_DECLINED,RESP_RACE_OTHER_RACE_DETAIL,RESP_ETHNICITY_HISPANIC,RESP_COMBINED_RACE_ETHNICITY,RESP_BIRTH_COUNTRY,RESP_COMBINED_RACE_ETH_BIRTH,RESP_COMBINED_RACE_BY_AGE,RESP_RACE_BY_EDU,LANGUAGE,RESP_EDU_LEVEL,RESP_EDU_4_CATEGORIES,RESP_COMBINED_SEX_BY_EDU,RESP_COMBINED_AGE_BY_EDU,HH_INCOME,HH_ADULTS_COUNT,HH_18_OR_UNDER_COUNT,HH_WITH_KIDS_5_TO_18,HH_K_12_HOUSEHOLD,HH_MOBILE_INTERNET,HH_WIRED_BROADBAND,HH_SATELLITE_INTERNET,HH_DIAL_UP_INTERNET,HH_ANY_INTERNET_ACCESS,HH_CP_LANDLINE,HH_LL_CELL_PHONE,HH_LL_SMARTPHONE,RESP_LL_CELL_PHONE,HH_COMBINED_PHONE_ACCESS,HH_COMPUTER,HH_TABLET,HH_WITH_KIDS_COMP_PROGRAMS,HH_WITH_KIDS_INTERNET_PROGRAMS,HH_INTERNET_INTERRUPTED,RESP_AWARE_PHLCONNECT,RESP_AWARE_FREE_INTERNET,RESP_AWARE_FED_PROGRAM,HH_DISCOUNT_INTERNET_SIGN_UP,HH_ABILITY_TO_KEEP_INTERNET,HH_NO_DISCOUNT_INTERNET_REASON,HH_NO_DISCOUNT_INTERNET_OTHER,RESP_INTERNET_SATISFACTION,HH_NO_BB_REASON_INTERNET_COST,HH_NO_BB_REASON_COMP_COST,HH_NO_BB_REASON_SMARTPHONE,HH_NO_BB_REASON_OTHER_LOCATION,HH_NO_BB_REASON_UNINSTALLABLE,HH_NO_BB_REASON_PRIVACY,HH_NO_BB_REASON_TECH_COMFORT,HH_NO_BB_REASON_NOT_WANT,HH_NO_BB_REASON_DEBT,HH_NO_BB_REASON_OTHER,HH_NO_BB_REASON_PRIMARY,RESP_NO_BB_PAST_INTERNET,RESP_BB_COST_LIMIT,INTERVIEW_PHONE_TYPE,RDD_TYPE,STATISTICAL_WEIGHT
50,11008313,2021,18-Jun-21,1,1,19151,3,5,2,11,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,6,9,6,4,6,9,5,4,4,2,0,1,1,1,2,1,#NULL!,#NULL!,1,1,2,1,1,4,4,1,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.3053
51,11035508,2021,16-Jun-21,1,1,19151,3,9,1,99,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,99,4,9,3,2,1,99,3,1,0,#NULL!,0,2,1,2,2,1,#NULL!,2,2,2,1,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,0,1,1.5599
52,11024438,2021,17-Jun-21,1,1,99999,1,6,1,6,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,1,7,99,5,2,8,0,2,2,2,2,2,#NULL!,1,2,2,2,2,2,4,4,#NULL!,2,1,2,2,#NULL!,97,did not know about it,#NULL!,1,1,2,2,1,2,2,1,2,2,1,2,5,0,1,0.6401
53,11028816,2021,17-Jun-21,1,1,19120,5,6,1,6,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,12,10,9,3,2,1,7,2,2,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,2,1,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,1.4677
54,11050053,2021,17-Jun-21,1,1,19115,1,6,1,6,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,6,4,3,9,2,1,0,#NULL!,0,2,2,2,2,2,#NULL!,2,2,2,1,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,2,2,2,2,2,1,1,2,2,8,2,8,0,1,0.4966
55,11024513,2021,19-Jun-21,1,1,19103,5,9,2,99,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,99,3,9,8,4,6,99,99,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,1,1,1,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,0,1,0.3154
56,11028905,2021,10-Jul-21,1,1,19123,3,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,4,3,5,8,2,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.6624
57,11002329,2021,19-Jun-21,1,1,19144,2,5,1,5,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,8,4,3,9,7,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,2,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.7561
58,11042368,2021,17-Jun-21,1,1,19114,1,5,1,5,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,2,9,5,3,2,8,98,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,2,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,1.645
59,11006423,2021,11-Jul-21,1,1,19111,2,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,6,4,6,9,6,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,0.4641
60,11029225,2021,19-Jun-21,1,1,19146,5,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,6,9,6,4,6,9,7,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,1,2,2,#NULL!,2,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.4491
61,11018733,2021,18-Jun-21,1,1,19154,1,5,2,11,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,4,7,3,3,1,1,1,2,1,2,2,1,#NULL!,#NULL!,2,1,2,1,1,4,4,1,2,2,2,#NULL!,#NULL!,#NULL!,,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,1.3701
62,11017710,2021,19-Jun-21,1,1,19103,5,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,6,4,6,9,4,2,2,2,0,1,8,2,8,1,#NULL!,#NULL!,8,1,2,1,1,4,4,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,8,8,8,2,8,8,1,8,8,2,#NULL!,8,4,0,1,0.215
63,11023834,2021,21-Jun-21,1,1,19125,4,5,2,11,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,4,7,98,2,2,1,1,1,1,1,8,1,#NULL!,1,1,2,2,2,1,1,1,8,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.6874
64,11048065,2021,24-Jun-21,1,1,19116,1,2,2,8,1,0,0,0,0,0,0,0,,1,3,3,4,7,8,9,5,3,5,2,7,2,2,1,1,1,1,8,2,1,#NULL!,#NULL!,1,1,2,1,1,1,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,0,1,1.1763
65,11033467,2021,18-Jun-21,1,1,19121,3,5,2,11,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,4,7,1,1,0,#NULL!,0,1,2,2,2,1,#NULL!,#NULL!,1,1,2,2,2,#NULL!,#NULL!,#NULL!,2,1,2,2,#NULL!,4,,#NULL!,1,1,1,2,2,2,2,2,1,2,1,1,3,0,1,1.5727
66,11003941,2021,17-Jun-21,1,1,19141,3,5,2,11,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,6,9,8,4,6,9,8,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,1,2,2,#NULL!,2,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.3053
67,11026636,2021,18-Jun-21,1,1,19123,3,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,6,9,6,4,6,9,4,2,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,2,1,1,2,#NULL!,5,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.215
68,11014972,2021,18-Jun-21,1,1,19128,1,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,6,4,6,9,4,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,1,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.6138
69,11043494,2021,18-Jun-21,1,1,19103,5,6,1,6,1,0,0,1,0,0,0,0,,2,6,#NULL!,6,12,12,9,8,4,3,9,9,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.8484
70,11001953,2021,19-Jun-21,1,1,19125,4,4,2,10,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,6,4,6,6,8,5,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.2275
71,11010852,2021,17-Jun-21,1,1,19132,3,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,5,3,5,8,6,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,0.3462
72,11023319,2021,19-Jun-21,1,1,19154,1,4,1,4,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,2,9,4,3,2,5,7,2,2,1,1,1,1,2,2,1,#NULL!,#NULL!,1,1,2,2,1,4,1,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,1.1791
73,11009751,2021,15-Jun-21,1,1,19134,3,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,4,7,4,3,0,#NULL!,0,1,1,2,8,1,#NULL!,#NULL!,1,1,2,2,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,0.5514
74,11045831,2021,17-Jun-21,1,1,19141,3,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,2,1,4,7,2,1,0,#NULL!,0,8,1,2,2,1,#NULL!,#NULL!,2,1,2,2,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,1.0696
75,11002645,2021,21-Jun-21,1,1,19134,3,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,4,7,5,1,0,#NULL!,0,2,2,2,2,2,#NULL!,8,2,8,1,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,1,2,2,1,2,1,2,2,2,2,3,0,1,1.055
76,11019933,2021,17-Jun-21,1,1,19138,4,9,2,99,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,99,6,9,6,4,6,99,5,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,1,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,0.2909
77,11020211,2021,18-Jun-21,1,1,19127,2,4,1,4,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,2,9,4,3,2,5,5,1,0,#NULL!,0,1,1,2,2,1,#NULL!,1,1,2,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,1.3772
78,11018257,2021,16-Jun-21,1,1,19146,5,3,1,3,0,0,1,0,0,0,0,0,,2,4,#NULL!,5,11,12,9,8,4,3,6,8,2,2,2,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.2935
79,11014861,2021,12-Jul-21,1,1,19147,5,6,1,6,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,6,4,3,9,7,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.215
80,11003707,2021,19-Jun-21,1,1,19133,5,1,2,7,0,0,0,1,0,0,0,0,,2,5,#NULL!,6,10,11,9,5,3,5,2,4,2,1,1,1,1,2,2,2,1,#NULL!,#NULL!,1,1,2,2,2,4,4,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,1,2,2,1,2,2,2,2,3,2,3,0,1,1.6692
81,11014095,2021,17-Jun-21,1,1,19144,2,9,2,99,0,0,0,0,0,0,0,1,,2,9,#NULL!,9,99,99,9,6,4,6,99,5,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,1,2,2,#NULL!,3,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,0.2654
82,11015047,2021,17-Jun-21,1,1,19140,4,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,5,3,5,8,3,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,1,2,2,2,#NULL!,97,none  of  above - have  never heard of  it,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,0.5321
83,11048281,2021,29-Jun-21,1,1,19139,4,5,2,11,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,1,1,4,7,1,1,0,#NULL!,0,2,1,2,8,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,1.2634
84,11023615,2021,12-Jul-21,1,1,19124,3,5,1,5,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,3,2,1,7,3,2,1,1,1,1,1,2,1,1,#NULL!,#NULL!,1,1,2,1,1,1,1,2,1,1,1,1,1,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,0,1,0.8749
85,11012067,2021,17-Jun-21,1,1,19147,5,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,2,9,4,3,5,8,2,3,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,2,1,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,0,1,0.3393
86,11026702,2021,28-Jun-21,1,1,19132,3,4,2,10,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,5,4,9,3,2,4,4,99,1,0,#NULL!,0,1,1,2,2,1,#NULL!,2,2,2,1,2,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,0,1,1.4717
87,11027019,2021,17-Jun-21,1,1,19119,1,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,8,4,6,9,4,2,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.3208
88,11018444,2021,17-Jun-21,1,1,19149,5,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,4,7,3,2,0,#NULL!,0,2,2,2,2,2,#NULL!,2,2,2,1,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,1,1,2,2,1,2,2,1,2,2,1,1,1,0,1,0.6578
89,11018527,2021,18-Jun-21,1,1,19125,4,5,2,11,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,4,7,6,2,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,2,1,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.6512
90,11034276,2021,17-Jun-21,1,1,19151,3,5,2,11,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,5,3,5,8,6,2,3,2,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,4,4,2,2,2,2,#NULL!,#NULL!,#NULL!,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.509
91,11020137,2021,18-Jun-21,1,1,19145,2,4,1,4,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,2,3,9,6,4,3,6,6,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,2,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.7642
92,11015947,2021,16-Jun-21,1,1,19128,1,6,1,6,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,1,9,3,2,1,7,99,2,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,0.8972
93,11042117,2021,28-Jun-21,1,1,19104,4,1,1,1,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,1,1,9,3,2,1,1,9,3,1,1,1,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,4,4,2,2,1,2,2,#NULL!,2,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,1.271
94,11030680,2021,29-Jun-21,1,1,19143,4,5,1,5,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,5,3,2,8,99,9,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,2,1,2,2,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,0,1,0.4712
95,11024096,2021,15-Jun-21,1,1,19143,4,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,4,3,5,8,3,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,1,1,2,2,#NULL!,2,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.5321
96,11050255,2021,17-Jun-21,1,1,19138,4,9,2,99,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,99,3,9,8,4,6,99,99,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,1,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,0,1,0.429
97,11003401,2021,19-Jun-21,1,1,19119,1,9,1,99,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,99,4,9,2,1,1,99,99,1,0,#NULL!,0,2,2,2,2,2,#NULL!,#NULL!,2,1,2,2,2,#NULL!,#NULL!,#NULL!,2,2,2,#NULL!,#NULL!,#NULL!,,#NULL!,2,2,2,2,2,2,1,1,2,2,8,2,1,0,1,1.7406
98,11050489,2021,12-Jul-21,1,1,19132,3,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,5,3,5,8,99,1,0,#NULL!,0,2,1,8,2,1,#NULL!,2,2,2,1,2,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,0,1,0.5347
99,11043753,2021,17-Jun-21,1,1,19123,3,9,2,99,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,99,3,9,8,4,6,99,99,3,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,0,1,0.9981
100,11027783,2021,23-Jun-21,1,1,19104,4,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,5,9,4,3,5,8,3,1,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,2,1,2,2,2,#NULL!,#NULL!,1,2,1,2,1,8,#NULL!,,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,0,1,0.5321
101,11006449,2021,17-Jun-21,1,1,19129,1,6,2,12,0,1,0,0,0,0,0,0,,2,2,#NULL!,2,6,4,9,1,1,4,7,2,1,0,#NULL!,0,1,1,1,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,1,2,2,2,#NULL!,#NULL!,#NULL!,,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,0,1,1.8078
102,11014452,2021,19-Jun-21,1,1,19103,5,5,2,11,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,3,9,8,4,6,9,9,1,0,#NULL!,0,1,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,2,2,2,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.6036
103,11032740,2021,16-Jun-21,1,1,19130,5,6,2,12,1,0,0,0,0,0,0,0,,2,1,#NULL!,1,3,2,9,4,3,5,8,3,2,0,#NULL!,0,2,1,2,2,1,#NULL!,#NULL!,1,1,2,1,2,#NULL!,#NULL!,2,2,2,1,2,#NULL!,2,,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,0,1,0.3393
